shipment_id,order_id,carrier,ship_mode,origin_country,destination_country,dispatch_date,estimated_arrival,actual_arrival,freight_cost,weight_kg,delivery_status,delay_days
SHIP01088,ORD01945,Maersk,Sea,Vietnam,France,2023-12-04,2024-01-09,2024-01-09,610.43,524.71,Delivered,0.0
SHIP01089,ORD01996,Blue Dart,Air,Malaysia,Mexico,2022-02-05,2022-02-12,2022-02-12,10015.82,1673.62,Delivered,0.0
SHIP01090,ORD03797,Blue Dart,Air,Vietnam,UK,2024-06-03,2024-06-08,2024-06-11,4886.65,808.85,Delivered,3.0
SHIP01091,ORD00434,Maersk,Air,Malaysia,Germany,2022-01-15,2022-01-19,2022-01-23,71.84,1.97,Delayed,4.0
SHIP01092,ORD00061,FedEx,Sea,India,Saudi Arabia,2023-05-02,2023-05-26,2023-06-19,226.03,86.58,Delayed,24.0
SHIP01093,ORD03219,Nippon Express,Sea,India,Italy,2023-11-22,2024-01-05,2024-01-05,7281.73,8498.83,Delivered,0.0
SHIP01094,ORD03032,DB Schenker,Sea,China,Australia,2022-07-11,2022-07-26,2022-08-06,2372.64,2829.99,Delivered,11.0
SHIP01095,ORD01005,DHL,Air,China,USA,2023-09-03,2023-09-09,,410.45,49.13,In Transit,
SHIP01096,ORD03732,Nippon Express,Air,India,India,2023-12-31,2024-01-05,2024-01-05,12986.97,1965.04,Delivered,0.0
SHIP01097,ORD01246,Maersk,Sea,China,Saudi Arabia,2024-07-12,2024-07-29,2024-07-29,3328.17,3742.89,Delivered,0.0
SHIP01098,ORD00627,Blue Dart,Sea,Vietnam,India,2023-06-10,2023-07-07,2023-07-17,193.91,59.98,Delivered,10.0
SHIP01099,ORD03476,Nippon Express,Air,Vietnam,Bangladesh,2023-10-17,2023-10-23,2023-10-24,754.74,98.25,Delivered,1.0
SHIP01100,ORD00721,Blue Dart,Sea,China,Saudi Arabia,2024-07-11,2024-08-21,2024-09-18,229.19,90.77,Delayed,28.0
SHIP01101,ORD01122,DHL,Sea,China,Germany,2023-02-08,2023-03-11,2023-04-01,1219.71,1246.51,Delayed,21.0
SHIP01102,ORD04555,Nippon Express,Air,Vietnam,Italy,2022-07-18,2022-07-23,,10731.98,1761.24,In Transit,
SHIP01103,ORD03794,Nippon Express,Sea,Vietnam,Japan,2024-04-08,2024-05-02,2024-05-13,161.15,15.47,Delayed,11.0
SHIP01104,ORD02900,Blue Dart,Air,Malaysia,Canada,2024-12-07,2024-12-12,,20636.44,2931.94,In Transit,
SHIP01105,ORD03394,Maersk,Road,Vietnam,Thailand,2023-02-15,2023-02-19,2023-02-19,880.19,397.23,Delivered,0.0
SHIP01106,ORD00775,Blue Dart,Sea,China,UK,2024-06-16,2024-07-08,2024-07-17,176.91,34.58,Delivered,9.0
SHIP01107,ORD04187,FedEx,Sea,Vietnam,USA,2024-11-09,2024-12-13,2024-12-27,216.62,83.77,Delayed,14.0
SHIP01108,ORD03855,Blue Dart,Sea,Vietnam,Japan,2024-01-04,2024-01-25,,298.55,192.71,In Transit,
SHIP01109,ORD00339,DB Schenker,Sea,Vietnam,Japan,2022-03-17,2022-04-02,2022-04-13,823.29,825.96,Delivered,11.0
SHIP01110,ORD04294,Nippon Express,Sea,Vietnam,Germany,2023-04-22,2023-05-18,,151.02,1.3,In Transit,
SHIP01111,ORD01976,FedEx,Sea,India,USA,2023-01-12,2023-02-02,2023-02-02,412.05,313.05,Delivered,0.0
SHIP01112,ORD03553,Blue Dart,Sea,Vietnam,India,2023-07-23,2023-08-28,2023-09-01,250.83,139.05,Delivered,4.0
SHIP01113,ORD02492,DB Schenker,Sea,Malaysia,South Korea,2023-06-12,2023-07-20,2023-07-20,613.87,616.19,Delivered,0.0
SHIP01114,ORD03960,DHL,Sea,Vietnam,South Korea,2022-11-09,2022-12-01,2022-12-01,160.31,11.9,Delivered,0.0
SHIP01115,ORD01628,DHL,Road,China,Thailand,2022-08-06,2022-08-15,,2952.43,1456.28,In Transit,
SHIP01116,ORD04108,Nippon Express,Sea,India,Japan,2024-12-22,2025-02-03,,1316.11,1464.23,In Transit,
SHIP01117,ORD00732,DB Schenker,Sea,Malaysia,Indonesia,2023-12-15,2024-01-06,2024-01-06,1614.17,1954.77,Delivered,0.0
SHIP01118,ORD01911,DHL,Sea,China,Mexico,2024-12-20,2025-01-18,2025-01-18,388.35,282.2,Delivered,0.0
SHIP01119,ORD02565,Maersk,Sea,China,Japan,2023-07-25,2023-09-03,2023-09-03,1407.02,1565.1,Delivered,0.0
SHIP01120,ORD04883,FedEx,Sea,China,Indonesia,2023-01-23,2023-02-22,2023-03-08,156.05,7.25,Delayed,14.0
SHIP01121,ORD02376,Nippon Express,Sea,Vietnam,UK,2023-12-05,2023-12-23,2024-01-04,434.91,334.12,Delivered,12.0
SHIP01122,ORD02284,Blue Dart,Sea,India,South Korea,2024-10-25,2024-11-17,2024-11-18,374.27,266.93,Delivered,1.0
SHIP01123,ORD02597,Blue Dart,Air,China,Thailand,2022-12-26,2023-01-01,2023-01-08,3132.63,481.46,Delivered,7.0
SHIP01124,ORD00028,DHL,Air,Vietnam,Japan,2022-06-27,2022-07-04,,9966.86,1537.94,In Transit,
SHIP01125,ORD01195,Blue Dart,Sea,China,South Korea,2022-10-03,2022-11-04,2022-11-04,2432.73,2767.61,Delivered,0.0
SHIP01126,ORD04293,FedEx,Air,Vietnam,Japan,2022-11-20,2022-11-23,2022-12-18,38788.13,5676.44,Delayed,25.0
SHIP01127,ORD02800,Maersk,Sea,Vietnam,Japan,2023-08-22,2023-09-17,2023-09-17,1131.66,1259.28,Delivered,0.0
SHIP01128,ORD01752,Blue Dart,Air,Malaysia,Netherlands,2024-02-13,2024-02-17,2024-02-26,18180.07,2640.77,Delivered,9.0
SHIP01129,ORD02680,Nippon Express,Sea,India,UK,2024-02-19,2024-03-25,,178.46,39.48,In Transit,
SHIP01130,ORD00134,Nippon Express,Sea,China,Saudi Arabia,2022-02-24,2022-03-21,2022-03-21,589.7,507.77,Delivered,0.0
SHIP01131,ORD02933,DHL,Air,Malaysia,Canada,2023-04-28,2023-05-05,2023-05-05,514.9,68.67,Delivered,0.0
SHIP01132,ORD03292,Nippon Express,Sea,Malaysia,India,2022-04-13,2022-05-10,2022-05-26,252.79,126.82,Delayed,16.0
SHIP01133,ORD02176,FedEx,Sea,Malaysia,Germany,2024-01-26,2024-03-06,2024-03-06,166.72,20.65,Delivered,0.0
SHIP01134,ORD02828,DB Schenker,Sea,Vietnam,UK,2024-08-11,2024-09-12,2024-09-17,2647.66,3438.47,Delivered,5.0
SHIP01135,ORD01423,FedEx,Sea,Vietnam,USA,2023-11-20,2024-01-03,2024-01-24,1114.46,1106.15,Delayed,21.0
SHIP01136,ORD03647,Maersk,Air,India,Saudi Arabia,2024-03-19,2024-03-25,2024-03-31,283.5,32.66,Delivered,6.0
SHIP01137,ORD04981,Blue Dart,Sea,China,UK,2022-06-24,2022-08-01,2022-08-01,156.68,8.0,Delivered,0.0
SHIP01138,ORD00500,Nippon Express,Sea,India,Saudi Arabia,2024-04-25,2024-05-10,2024-05-10,1157.18,1210.29,Delivered,0.0
SHIP01139,ORD02980,Maersk,Air,China,Saudi Arabia,2022-03-07,2022-03-14,2022-03-21,9279.36,1406.09,Delivered,7.0
SHIP01140,ORD01031,Maersk,Air,China,Netherlands,2024-03-02,2024-03-06,2024-03-06,1308.39,187.46,Delivered,0.0
SHIP01141,ORD04315,Nippon Express,Sea,Vietnam,Italy,2024-02-27,2024-03-27,,854.36,811.56,In Transit,
SHIP01142,ORD00945,DB Schenker,Sea,China,Mexico,2023-03-15,2023-03-31,2023-04-11,1788.89,2107.4,Delivered,11.0
SHIP01143,ORD04758,FedEx,Sea,Vietnam,India,2023-06-14,2023-07-19,,1947.3,2203.58,In Transit,
SHIP01144,ORD01332,Maersk,Air,Malaysia,Netherlands,2022-10-30,2022-11-05,2022-11-06,10047.18,1570.93,Delayed,1.0
SHIP01145,ORD00555,FedEx,Air,China,Canada,2024-07-09,2024-07-13,2024-07-23,2937.65,479.26,Delivered,10.0
SHIP01146,ORD00171,Maersk,Sea,China,UK,2024-05-04,2024-05-26,,253.64,139.47,In Transit,
SHIP01147,ORD03189,Nippon Express,Air,Malaysia,Australia,2023-10-03,2023-10-08,2023-10-08,3016.34,498.2,Delivered,0.0
SHIP01148,ORD03750,Nippon Express,Sea,China,Thailand,2023-02-17,2023-03-06,2023-03-06,7621.76,9549.88,Delivered,0.0
SHIP01149,ORD00603,Nippon Express,Sea,India,Mexico,2022-09-27,2022-11-04,2022-11-04,3346.78,4120.24,Delivered,0.0
SHIP01150,ORD00211,Nippon Express,Air,Malaysia,Saudi Arabia,2024-09-26,2024-09-29,2024-09-29,5011.12,823.69,Delivered,0.0
SHIP01151,ORD00749,Nippon Express,Sea,Vietnam,India,2023-05-03,2023-06-17,2023-06-19,930.59,985.78,Delivered,2.0
SHIP01152,ORD03408,FedEx,Sea,Vietnam,Saudi Arabia,2023-05-08,2023-05-26,2023-05-26,479.24,436.61,Delivered,0.0
SHIP01153,ORD01228,Maersk,Air,Vietnam,Australia,2022-03-19,2022-03-26,2022-04-13,2064.48,335.11,Delayed,18.0
SHIP01154,ORD03891,Blue Dart,Sea,India,Italy,2022-10-02,2022-11-16,2022-11-16,685.85,694.55,Delivered,0.0
SHIP01155,ORD04887,DHL,Sea,Vietnam,Netherlands,2022-02-02,2022-03-01,2022-03-01,205.14,66.6,Delivered,0.0
SHIP01156,ORD04275,DB Schenker,Air,India,Bangladesh,2024-11-01,2024-11-08,2024-11-08,9337.22,1572.83,Delivered,0.0
SHIP01157,ORD01394,DHL,Sea,China,South Korea,2024-03-09,2024-03-26,,157.34,8.85,In Transit,
SHIP01158,ORD03320,Blue Dart,Air,Malaysia,Canada,2024-02-12,2024-02-19,2024-02-19,23307.1,3851.71,Delivered,0.0
SHIP01159,ORD04846,Maersk,Air,India,France,2024-01-14,2024-01-17,2024-01-17,28749.61,4080.3,Delivered,0.0
SHIP01160,ORD04342,FedEx,Air,China,Mexico,2023-01-19,2023-01-24,2023-01-28,2006.71,325.71,Delivered,4.0
SHIP01161,ORD02142,Blue Dart,Sea,China,Singapore,2022-09-22,2022-10-16,2022-10-16,1226.39,1434.0,Delivered,0.0
SHIP01162,ORD02448,Maersk,Sea,Vietnam,France,2022-01-27,2022-03-02,,478.17,433.85,In Transit,
SHIP01163,ORD00416,DB Schenker,Air,China,Singapore,2023-09-17,2023-09-21,2023-09-21,63.76,0.56,Delivered,0.0
SHIP01164,ORD01468,Blue Dart,Sea,Vietnam,Canada,2024-09-21,2024-10-31,,2514.68,2782.7,In Transit,
SHIP01165,ORD01429,Maersk,Air,Vietnam,UK,2024-08-14,2024-08-20,2024-08-29,7930.93,1203.8,Delivered,9.0
SHIP01166,ORD04350,Nippon Express,Air,China,Saudi Arabia,2022-12-21,2022-12-27,,9464.2,1379.44,In Transit,
SHIP01167,ORD02500,DHL,Air,India,Saudi Arabia,2024-08-07,2024-08-14,2024-08-14,101.46,5.92,Delivered,0.0
SHIP01168,ORD00519,DB Schenker,Air,India,UAE,2022-08-24,2022-08-31,,1247.92,178.8,In Transit,
SHIP01169,ORD00747,DB Schenker,Sea,China,Italy,2023-06-05,2023-07-14,2023-07-21,370.85,286.94,Delivered,7.0
SHIP01170,ORD02374,DHL,Sea,China,UK,2023-04-14,2023-05-02,2023-05-03,740.95,793.76,Delayed,1.0
SHIP01171,ORD04372,FedEx,Sea,Vietnam,UK,2024-06-28,2024-08-04,2024-08-04,752.36,739.83,Delivered,0.0
SHIP01172,ORD04268,DHL,Sea,China,India,2022-07-06,2022-07-28,2022-07-28,1512.52,1595.77,Delivered,0.0
SHIP01173,ORD02348,DHL,Sea,India,Japan,2022-04-22,2022-06-03,2022-06-08,274.41,165.78,Delayed,5.0
SHIP01174,ORD03131,DHL,Sea,Vietnam,Saudi Arabia,2023-08-23,2023-09-29,2023-09-29,1048.52,1021.14,Delivered,0.0
SHIP01175,ORD03534,FedEx,Air,China,Canada,2023-12-21,2023-12-25,2024-01-19,90.2,5.02,Delayed,25.0
SHIP01176,ORD03306,DB Schenker,Sea,China,Singapore,2023-01-30,2023-02-28,2023-02-28,795.81,889.24,Delivered,0.0
SHIP01177,ORD02722,Blue Dart,Air,Malaysia,Bangladesh,2024-06-04,2024-06-11,2024-06-11,617.54,82.7,Delivered,0.0
SHIP01178,ORD04340,Maersk,Air,Vietnam,Canada,2024-03-16,2024-03-19,,17350.12,2733.8,In Transit,
SHIP01179,ORD01836,DHL,Sea,India,India,2022-10-04,2022-10-23,2022-10-23,168.11,21.89,Delivered,0.0
SHIP01180,ORD00701,FedEx,Air,Malaysia,South Korea,2022-07-09,2022-07-15,,1417.14,223.02,In Transit,
SHIP01181,ORD00533,Maersk,Sea,Vietnam,Japan,2022-08-22,2022-09-06,,1107.6,1276.99,In Transit,
SHIP01182,ORD04748,Blue Dart,Air,China,Saudi Arabia,2023-12-14,2023-12-21,2023-12-21,4336.53,657.62,Delivered,0.0
SHIP01183,ORD04606,Blue Dart,Air,India,Canada,2022-02-28,2022-03-04,,62844.32,8869.28,In Transit,
SHIP01184,ORD01490,Maersk,Sea,Malaysia,Netherlands,2024-03-13,2024-04-09,2024-05-06,458.09,394.96,Delayed,27.0
SHIP01185,ORD02356,DB Schenker,Sea,Malaysia,Australia,2023-02-12,2023-03-11,2023-03-11,4212.17,5551.96,Delivered,0.0
SHIP01186,ORD01753,Blue Dart,Road,Vietnam,Singapore,2024-12-08,2024-12-11,2024-12-11,93.46,23.2,Delivered,0.0
SHIP01187,ORD03066,Nippon Express,Air,China,UK,2023-12-30,2024-01-02,,18272.79,2583.78,In Transit,
SHIP01188,ORD04622,Maersk,Air,China,UAE,2023-10-02,2023-10-07,2023-10-20,571.4,80.89,Delivered,13.0
SHIP01189,ORD02962,DHL,Road,China,Bangladesh,2022-04-08,2022-04-16,2022-04-16,3763.42,1707.12,Delivered,0.0
SHIP01190,ORD03005,Maersk,Road,India,Singapore,2024-07-16,2024-07-22,2024-08-04,1965.06,802.56,Delivered,13.0
SHIP01191,ORD04804,Nippon Express,Air,Vietnam,Australia,2023-07-11,2023-07-15,,664.33,88.58,In Transit,
SHIP01192,ORD03648,Nippon Express,Air,Vietnam,Netherlands,2023-05-02,2023-05-09,2023-05-09,22562.69,3348.68,Delivered,0.0
SHIP01193,ORD04264,DB Schenker,Air,India,Thailand,2022-07-22,2022-07-25,2022-07-30,21737.65,3602.72,Delivered,5.0
SHIP01194,ORD02717,FedEx,Sea,China,Japan,2022-07-17,2022-08-05,,208.53,71.99,In Transit,
SHIP01195,ORD02194,Blue Dart,Sea,India,USA,2023-04-04,2023-05-10,2023-05-17,1282.87,1320.96,Delayed,7.0
SHIP01196,ORD04804,Blue Dart,Sea,Vietnam,Australia,2023-07-11,2023-08-08,2023-08-08,224.07,88.58,Delivered,0.0
SHIP01197,ORD04731,Blue Dart,Sea,India,UAE,2024-08-18,2024-09-24,2024-09-24,2541.42,3237.84,Delivered,0.0
SHIP01198,ORD01389,DB Schenker,Sea,China,Canada,2024-04-15,2024-05-28,2024-05-31,1322.79,1417.43,Delayed,3.0
SHIP01199,ORD04094,Blue Dart,Sea,Vietnam,UK,2024-10-10,2024-10-29,2024-10-29,3070.68,3441.08,Delivered,0.0
SHIP01200,ORD02626,Nippon Express,Sea,India,Saudi Arabia,2022-06-29,2022-07-29,2022-07-29,521.79,476.01,Delivered,0.0
SHIP01201,ORD03443,FedEx,Air,India,South Korea,2023-11-28,2023-12-05,2023-12-06,11533.3,1679.76,Delivered,1.0
SHIP01202,ORD01804,Blue Dart,Road,Malaysia,Singapore,2022-07-27,2022-07-31,2022-07-31,3678.92,1586.7,Delivered,0.0
SHIP01203,ORD04542,Blue Dart,Air,China,India,2023-10-02,2023-10-06,,10674.38,1689.59,In Transit,
SHIP01204,ORD02702,Blue Dart,Sea,Malaysia,Mexico,2024-11-18,2024-12-08,2024-12-08,201.8,61.76,Delivered,0.0
SHIP01205,ORD04810,Blue Dart,Sea,Vietnam,Thailand,2024-12-07,2024-12-31,2025-01-13,1116.26,1175.01,Delivered,13.0
SHIP01206,ORD00263,Blue Dart,Air,China,India,2024-07-02,2024-07-06,,4066.04,640.39,Lost,
SHIP01207,ORD01455,DB Schenker,Air,Malaysia,Australia,2024-06-21,2024-06-26,2024-06-26,1709.31,251.92,Delivered,0.0
SHIP01208,ORD00698,DHL,Air,China,Singapore,2022-12-16,2022-12-19,2022-12-19,412.74,54.74,Delivered,0.0
SHIP01209,ORD01615,Maersk,Sea,Vietnam,Singapore,2024-06-25,2024-07-21,,176.21,36.0,In Transit,
SHIP01210,ORD01451,DHL,Air,Malaysia,South Korea,2022-04-17,2022-04-23,2022-05-02,72.06,1.79,Delivered,9.0
SHIP01211,ORD00370,DHL,Air,India,Italy,2023-10-01,2023-10-04,2023-10-04,509.21,74.53,Delivered,0.0
SHIP01212,ORD02228,Maersk,Sea,China,Thailand,2023-11-17,2023-12-21,2023-12-25,636.18,640.76,Delayed,4.0
SHIP01213,ORD01752,Blue Dart,Sea,Malaysia,Netherlands,2024-02-13,2024-03-01,2024-03-07,2456.24,2640.77,Delivered,6.0
SHIP01214,ORD04802,Maersk,Air,Vietnam,Thailand,2023-10-16,2023-10-19,2023-10-19,1916.62,301.89,Delivered,0.0
SHIP01215,ORD01933,Blue Dart,Air,China,Japan,2023-02-25,2023-03-03,2023-03-03,7751.08,1209.4,Delivered,0.0
SHIP01216,ORD04889,Nippon Express,Sea,China,Saudi Arabia,2024-02-11,2024-03-27,2024-03-27,218.66,78.59,Delivered,0.0
SHIP01217,ORD04236,Maersk,Sea,India,Australia,2023-11-22,2024-01-04,2024-01-04,220.65,84.1,Delivered,0.0
SHIP01218,ORD00700,DHL,Air,India,Thailand,2023-09-27,2023-10-02,2023-10-16,1713.36,245.5,Delayed,14.0
SHIP01219,ORD00796,Blue Dart,Air,Malaysia,Saudi Arabia,2024-03-27,2024-04-02,,1077.57,147.11,In Transit,
SHIP01220,ORD00744,Blue Dart,Sea,Malaysia,USA,2023-10-15,2023-11-14,2023-11-20,152.36,3.24,Delivered,6.0
SHIP01221,ORD03982,Maersk,Air,India,Netherlands,2024-11-15,2024-11-20,2024-12-04,14350.13,2040.49,Delivered,14.0
SHIP01222,ORD01273,Nippon Express,Sea,Vietnam,Japan,2022-05-06,2022-05-26,,318.18,221.19,In Transit,
SHIP01223,ORD01017,FedEx,Sea,Vietnam,USA,2023-10-04,2023-10-27,2023-10-27,1841.2,2271.37,Delivered,0.0
SHIP01224,ORD01730,DB Schenker,Sea,Malaysia,South Korea,2022-11-26,2022-12-11,2022-12-11,600.42,528.22,Delivered,0.0
SHIP01225,ORD04412,Blue Dart,Sea,Malaysia,Canada,2023-01-24,2023-02-16,2023-02-26,1568.54,1854.64,Delivered,10.0
SHIP01226,ORD01895,DHL,Air,Vietnam,Netherlands,2022-03-31,2022-04-06,2022-04-06,20601.19,3334.54,Delivered,0.0
SHIP01227,ORD02125,Maersk,Air,Malaysia,Germany,2023-04-07,2023-04-11,2023-04-11,22547.5,3269.42,Delivered,0.0
SHIP01228,ORD04619,FedEx,Air,China,Bangladesh,2024-12-29,2025-01-03,2025-01-03,2143.63,351.82,Delivered,0.0
SHIP01229,ORD03434,DB Schenker,Sea,India,Japan,2022-05-15,2022-06-12,2022-07-11,263.24,154.66,Delayed,29.0
SHIP01230,ORD04740,DB Schenker,Sea,Vietnam,Indonesia,2023-09-23,2023-11-04,,196.06,54.18,In Transit,
SHIP01231,ORD02740,Blue Dart,Air,Malaysia,Italy,2022-07-08,2022-07-13,,3323.0,510.28,In Transit,
SHIP01232,ORD02607,DB Schenker,Air,China,Canada,2022-07-11,2022-07-18,2022-07-25,129.78,10.04,Delivered,7.0
SHIP01233,ORD00634,Blue Dart,Sea,China,UK,2022-08-09,2022-09-23,2022-10-18,221.33,84.29,Delayed,25.0
SHIP01234,ORD03011,DHL,Air,India,Japan,2023-11-12,2023-11-15,2023-11-23,287.49,34.6,Delayed,8.0
SHIP01235,ORD04980,DB Schenker,Air,India,India,2022-08-04,2022-08-07,2022-08-09,4310.38,622.82,Delivered,2.0
SHIP01236,ORD03289,Blue Dart,Rail,China,Singapore,2024-08-18,2024-09-01,2024-09-11,3936.6,2768.64,Delayed,10.0
SHIP01237,ORD04503,DHL,Sea,China,Australia,2024-07-18,2024-08-23,2024-09-14,3979.1,5102.33,Delayed,22.0
SHIP01238,ORD00721,DHL,Sea,China,Saudi Arabia,2024-07-11,2024-08-20,2024-09-08,227.59,90.77,Delayed,19.0
SHIP01239,ORD03518,Nippon Express,Air,China,Singapore,2023-10-10,2023-10-13,2023-10-13,747.39,109.22,Delivered,0.0
SHIP01240,ORD01077,DB Schenker,Air,China,Thailand,2023-08-21,2023-08-28,2023-09-13,670.42,104.23,Delayed,16.0
SHIP01241,ORD02399,Maersk,Sea,China,France,2023-04-05,2023-05-05,2023-05-16,253.88,119.06,Delivered,11.0
SHIP01242,ORD00654,Blue Dart,Air,China,Singapore,2023-12-31,2024-01-05,2024-01-05,20082.64,2955.21,Delivered,0.0
SHIP01243,ORD03375,FedEx,Air,China,Germany,2024-03-23,2024-03-29,2024-03-29,3535.82,500.19,Delivered,0.0
SHIP01244,ORD01554,DHL,Sea,Vietnam,Germany,2023-01-22,2023-02-06,2023-02-06,368.19,251.94,Delivered,0.0
SHIP01245,ORD01347,DHL,Sea,Malaysia,France,2024-03-01,2024-04-12,2024-04-15,1363.94,1478.62,Delivered,3.0
SHIP01246,ORD01133,Nippon Express,Sea,Malaysia,Bangladesh,2024-09-22,2024-10-13,2024-10-13,430.43,350.32,Delivered,0.0
SHIP01247,ORD04835,DHL,Air,Malaysia,UAE,2023-09-10,2023-09-14,2023-09-14,13158.2,2166.4,Delivered,0.0
SHIP01248,ORD00253,Blue Dart,Sea,Vietnam,Saudi Arabia,2023-04-08,2023-05-09,2023-05-09,830.72,907.43,Delivered,0.0
SHIP01249,ORD00919,DHL,Sea,China,UAE,2023-05-11,2023-06-02,2023-06-18,4090.89,4975.25,Delayed,16.0
SHIP01250,ORD03167,Maersk,Air,Vietnam,Indonesia,2024-04-04,2024-04-08,2024-04-22,610.09,92.66,Delivered,14.0
SHIP01251,ORD03516,DHL,Sea,China,Bangladesh,2022-02-09,2022-03-11,2022-03-11,1029.12,1039.3,Delivered,0.0
SHIP01252,ORD02237,FedEx,Sea,India,Saudi Arabia,2023-01-04,2023-01-29,2023-01-29,281.62,162.63,Delivered,0.0
SHIP01253,ORD04753,FedEx,Air,Vietnam,Netherlands,2022-09-24,2022-09-29,2022-09-29,7362.36,1035.23,Delivered,0.0
SHIP01254,ORD02172,Maersk,Sea,Vietnam,Thailand,2022-11-27,2022-12-24,,3752.17,4393.12,In Transit,
SHIP01255,ORD03931,Nippon Express,Air,Malaysia,South Korea,2023-04-19,2023-04-22,2023-04-22,154.47,13.28,Delivered,0.0
SHIP01256,ORD01801,Maersk,Road,India,India,2024-03-28,2024-04-03,2024-04-03,98.62,27.88,Delivered,0.0
SHIP01257,ORD04256,FedEx,Sea,Vietnam,Mexico,2023-07-14,2023-08-22,2023-08-22,2023.94,2414.92,Delivered,0.0
SHIP01258,ORD01381,Maersk,Sea,India,Italy,2022-03-24,2022-04-10,2022-04-10,1162.24,1285.0,Delivered,0.0
SHIP01259,ORD01272,Maersk,Air,Vietnam,India,2023-08-02,2023-08-06,2023-08-06,344.77,45.68,Delivered,0.0
SHIP01260,ORD04404,DB Schenker,Sea,India,Canada,2023-09-07,2023-09-26,2023-09-26,1588.74,1698.02,Delivered,0.0
SHIP01261,ORD01486,DB Schenker,Rail,India,Singapore,2022-01-29,2022-02-16,,3318.32,2144.5,In Transit,
SHIP01262,ORD00950,Blue Dart,Air,China,USA,2024-01-24,2024-01-28,2024-01-28,1115.85,163.91,Delivered,0.0
SHIP01263,ORD04118,Maersk,Sea,Malaysia,Netherlands,2023-03-06,2023-04-01,2023-04-01,160.97,13.83,Delivered,0.0
SHIP01264,ORD02920,DHL,Sea,China,Bangladesh,2022-12-01,2023-01-05,2023-01-30,1229.81,1269.9,Delayed,25.0
SHIP01265,ORD00813,Maersk,Sea,China,Germany,2023-07-07,2023-07-27,2023-08-10,5778.7,7420.2,Delivered,14.0
SHIP01266,ORD00284,Nippon Express,Air,China,Canada,2023-02-20,2023-02-27,2023-02-27,521.64,73.66,Delivered,0.0
SHIP01267,ORD04163,Maersk,Air,Malaysia,USA,2023-09-28,2023-10-04,2023-10-16,8445.12,1187.96,Delivered,12.0
SHIP01268,ORD00494,FedEx,Sea,Vietnam,Japan,2024-11-17,2024-12-12,2024-12-12,338.12,240.08,Delivered,0.0
SHIP01269,ORD03622,Nippon Express,Air,China,Bangladesh,2022-11-27,2022-12-01,2022-12-01,708.64,90.79,Delivered,0.0
SHIP01270,ORD01639,FedEx,Sea,China,Germany,2022-09-12,2022-10-06,2022-10-06,151.52,1.92,Delivered,0.0
SHIP01271,ORD00006,Nippon Express,Sea,India,Indonesia,2023-01-07,2023-01-28,2023-02-08,243.39,118.58,Delivered,11.0
SHIP01272,ORD01678,Nippon Express,Sea,India,Italy,2022-08-27,2022-09-19,2022-09-20,4206.05,4977.06,Delivered,1.0
SHIP01273,ORD01492,FedEx,Air,India,Singapore,2024-05-16,2024-05-20,2024-05-20,71265.16,10244.34,Delivered,0.0
SHIP01274,ORD03379,Blue Dart,Sea,India,Italy,2023-09-25,2023-10-24,,157.46,8.93,In Transit,
SHIP01275,ORD04074,Maersk,Air,India,Thailand,2022-12-19,2022-12-24,2022-12-29,230.66,24.95,Delayed,5.0
SHIP01276,ORD04951,Nippon Express,Rail,India,India,2022-11-25,2022-12-12,2022-12-17,376.47,180.44,Delivered,5.0
SHIP01277,ORD02125,DHL,Sea,Malaysia,Germany,2023-04-07,2023-05-19,,2920.55,3269.42,In Transit,
SHIP01278,ORD04652,FedEx,Air,India,India,2023-08-30,2023-09-02,2023-09-28,1006.72,146.61,Delayed,26.0
SHIP01279,ORD02798,FedEx,Sea,Vietnam,Singapore,2023-07-13,2023-08-06,2023-08-14,166.09,19.5,Delivered,8.0
SHIP01280,ORD01069,Maersk,Air,India,Netherlands,2022-01-29,2022-02-02,2022-02-02,9721.07,1394.17,Delivered,0.0
SHIP01281,ORD03443,Maersk,Air,India,South Korea,2023-11-28,2023-12-05,2023-12-23,10256.67,1679.76,Delayed,18.0
SHIP01282,ORD00457,Nippon Express,Air,China,Japan,2022-07-20,2022-07-26,2022-08-19,2101.18,323.9,Delayed,24.0
SHIP01283,ORD01648,FedEx,Sea,China,Japan,2023-12-01,2024-01-07,2024-01-15,335.51,227.13,Delivered,8.0
SHIP01284,ORD01798,Maersk,Sea,China,USA,2023-11-10,2023-12-24,,1176.42,1314.56,In Transit,
SHIP01285,ORD00348,FedEx,Air,India,UAE,2022-02-04,2022-02-07,2022-02-07,144.07,14.2,Delivered,0.0
SHIP01286,ORD01415,DHL,Air,India,Thailand,2023-08-29,2023-09-03,2023-09-03,5342.38,746.9,Delivered,0.0
SHIP01287,ORD02259,FedEx,Sea,Vietnam,India,2023-11-22,2023-12-08,,985.29,1035.85,In Transit,
SHIP01288,ORD02399,Nippon Express,Sea,China,France,2023-04-05,2023-05-07,2023-05-07,247.81,119.06,Delivered,0.0
SHIP01289,ORD01071,DHL,Air,China,Mexico,2023-11-29,2023-12-06,2023-12-06,97.39,5.51,Delivered,0.0
SHIP01290,ORD01516,DHL,Sea,Vietnam,Thailand,2023-12-25,2024-02-06,2024-02-06,1744.14,2196.33,Delivered,0.0
SHIP01291,ORD04513,Blue Dart,Air,China,UAE,2023-06-16,2023-06-20,2023-07-05,4937.12,801.32,Delayed,15.0
